State,Vehicle_Class,Vehicle_Category,Vehicle_Type,Month_Num,Year_Num,Predicted_EV_Sales,Month_Name
Andaman & Nicobar Island,Crane Mounted Vehicle,Others,2W_Personal,6,2027,4.88,June
Bihar,Tower Wagon,3-Wheelers,3W_Goods_Lowspeed,3,2032,38.73,March
Jharkhand,Articulated Vehicle,Bus,Institution Bus,9,2034,0.0,September
Jammu And Kashmir,Adapted Vehicle,3-Wheelers,3W_Shared_Lowspeed,12,2027,31.705,December
Mizoram,Three Wheeler (Personal),3-Wheelers,Bus,5,2030,1.09,May
Uttar Pradesh,Articulated Vehicle,2-Wheelers,2W_Personal,8,2025,1500.79,August
Goa,Quadricycle (Commercial),2-Wheelers,3W_Goods_Lowspeed,9,2031,1.78,September
Punjab,Quadricycle (Private),4-Wheelers,3W_Shared,9,2034,80.255,September
Mizoram,Trailer (Commercial),4-Wheelers,3W_Goods,7,2025,0.635,July
Mizoram,Three Wheeler (Passenger),Others,3W_Shared,4,2031,0.595,April
West Bengal,Power Tiller (Commercial),3-Wheelers,3W_Shared,2,2035,198.7458333333333,February
West Bengal,Tow Truck,4-Wheelers,4W_Personal,2,2027,153.505,February
Assam,Omni Bus (Private Use),Bus,3W_Shared,3,2032,205.0325,March
West Bengal,Power Tiller,Others,2W_Personal,5,2033,107.665,May
Uttarakhand,Semi-Trailer (Commercial),Bus,4W_Shared,7,2028,0.44,July
Dnh And Dd,Auxiliary Trailer,4-Wheelers,3W_Goods_Lowspeed,2,2025,88.66875,February
Karnataka,X-Ray Van,4-Wheelers,Others,3,2034,129.315,March
Maharashtra,Road Roller,3-Wheelers,3W_Personal,8,2035,235.625,August
Kerala,Construction Equipment Vehicle,4-Wheelers,3W_Personal,11,2029,350.085,November
Assam,Articulated Vehicle,2-Wheelers,3W_Goods_Lowspeed,6,2027,169.18,June
Bihar,Bus,3-Wheelers,2W_Shared,8,2026,130.97,August
Andaman & Nicobar Island,E-Rickshaw(P),2-Wheelers,3W_Personal,5,2031,3.625,May
Nagaland,Motor Car,3-Wheelers,Institution Bus,9,2029,5.405,September
West Bengal,Agricultural Tractor,2-Wheelers,3W_Goods,6,2035,27.04,June
Punjab,Vehicle Fitted With Compressor,4-Wheelers,4W_Personal,12,2027,116.19,December
Assam,Tower Wagon,Others,3W_Personal,11,2033,30.39,November
Andaman & Nicobar Island,Fire Tenders,2-Wheelers,3W_Goods_Lowspeed,7,2029,2.71,July
Ladakh,Armoured/Specialised Vehicle,3-Wheelers,4W_Personal,1,2025,5.535500000000001,January
Jharkhand,Semi-Trailer (Commercial),2-Wheelers,Bus,1,2029,99.4645,January
Tamil Nadu,Adapted Vehicle,4-Wheelers,3W_Shared_Lowspeed,7,2034,382.105,July
Rajasthan,Omni Bus,3-Wheelers,Bus,4,2030,73.025,April
Assam,Vehicle Fitted With Compressor,2-Wheelers,Institution Bus,1,2028,231.115,January
Jammu And Kashmir,Mobile Workshop,3-Wheelers,4W_Shared,12,2030,157.19,December
Manipur,Adapted Vehicle,2-Wheelers,4W_Personal,8,2030,12.52,August
Kerala,Harvester,Others,3W_Shared_Lowspeed,6,2025,1184.845,June
Punjab,Moped,4-Wheelers,3W_Personal,2,2030,39.67041666666667,February
Chandigarh,E-Rickshaw With Cart (G),Bus,4W_Personal,8,2035,83.775,August
Kerala,Semi-Trailer (Commercial),Bus,3W_Personal,2,2025,357.29,February
Tripura,Power Tiller,4-Wheelers,2W_Personal,9,2032,7.545,September
Kerala,Omni Bus (Private Use),4-Wheelers,Others,6,2035,11.03,June
Arunachal Pradesh,E-Rickshaw(P),Bus,Others,6,2030,0.0,June
Kerala,Trailer (Commercial),4-Wheelers,Others,3,2029,10.455,March
West Bengal,Fire Fighting Vehicle,Others,4W_Shared,2,2026,6.325,February
Manipur,Mobile Clinic,2-Wheelers,3W_Shared_Lowspeed,7,2029,4.58,July
Uttar Pradesh,Vehicle Fitted With Compressor,2-Wheelers,4W_Personal,4,2027,1195.901,April
Andaman & Nicobar Island,Quadricycle (Private),Others,3W_Goods,8,2028,11.08,August
Jharkhand,Construction Equipment Vehicle (Commercial),Bus,Others,1,2032,0.0,January
Odisha,Construction Equipment Vehicle,2-Wheelers,3W_Shared,6,2030,66.22,June
Nagaland,Quadricycle (Private),3-Wheelers,3W_Goods_Lowspeed,5,2031,0.01,May
Rajasthan,Educational Institution Bus,3-Wheelers,4W_Personal,2,2028,1008.26375,February
Andhra Pradesh,Vehicle Fitted With Rig,4-Wheelers,3W_Personal,6,2032,78.74,June
Maharashtra,Auxiliary Trailer,4-Wheelers,Others,5,2035,81.67,May
Sikkim,Omni Bus,3-Wheelers,Others,12,2035,94.04,December
Jammu And Kashmir,Maxi Cab,Others,3W_Goods,1,2029,4.7,January
Nagaland,Construction Equipment Vehicle (Commercial),Others,3W_Personal,3,2034,27.37,March
Jharkhand,Camper Van / Trailer (Private Use),4-Wheelers,Others,6,2030,5.895,June
Maharashtra,Library Van,4-Wheelers,3W_Goods_Lowspeed,7,2029,3874.135,July
Nagaland,Motor Cycle/Scooter-Sidecar(T),Others,2W_Personal,5,2028,0.93,May
Delhi,Three Wheeler (Personal),2-Wheelers,2W_Personal,10,2026,97.51,October
Uttar Pradesh,Three Wheeler (Personal),4-Wheelers,3W_Goods_Lowspeed,3,2032,194.7347023809524,March
Chhattisgarh,E-Rickshaw(P),Bus,Others,8,2032,0.0,August
Uttarakhand,Omni Bus,2-Wheelers,3W_Goods,10,2028,3.03,October
Rajasthan,Omni Bus,Bus,4W_Shared,7,2033,2.99,July
Haryana,Motor Cab,Others,3W_Shared_Lowspeed,6,2029,191.75,June
Rajasthan,Motor Caravan,2-Wheelers,Others,7,2030,81.46,July
Bihar,Semi-Trailer (Commercial),3-Wheelers,3W_Shared_Lowspeed,2,2027,636.4758333333333,February
Ladakh,Trailer (Commercial),2-Wheelers,3W_Goods,8,2035,15.485,August
Bihar,Recovery Vehicle,Others,3W_Personal,10,2035,95.42,October
Uttarakhand,Animal Ambulance,4-Wheelers,3W_Goods,12,2034,46.08,December
Andaman & Nicobar Island,Camper Van / Trailer,2-Wheelers,3W_Goods,10,2034,7.78,October
Manipur,Excavator (Nt),Others,Institution Bus,11,2029,0.0,November
Tamil Nadu,Auxiliary Trailer,4-Wheelers,4W_Personal,8,2031,559.07,August
Himachal Pradesh,Mobile Canteen,3-Wheelers,Institution Bus,5,2033,2.625,May
Arunachal Pradesh,Crane Mounted Vehicle,4-Wheelers,2W_Personal,8,2027,6.035,August
Delhi,Power Tiller (Commercial),Bus,2W_Shared,12,2028,436.21,December
Uttarakhand,Tow Truck,2-Wheelers,4W_Shared,10,2030,133.655,October
Madhya Pradesh,Three Wheeler (Goods),3-Wheelers,3W_Personal,8,2026,51.725,August
Himachal Pradesh,Fork Lift,4-Wheelers,4W_Personal,1,2028,11.365,January
Delhi,Omni Bus (Private Use),Others,4W_Shared,6,2032,277.055,June
Punjab,Tower Wagon,Bus,2W_Personal,2,2033,60.77541666666666,February
Andhra Pradesh,Cash Van,3-Wheelers,Institution Bus,4,2032,9.455,April
Karnataka,Agricultural Tractor,3-Wheelers,4W_Personal,8,2027,393.12,August
Puducherry,Fire Tenders,3-Wheelers,3W_Personal,4,2034,22.335,April
Manipur,Crane Mounted Vehicle,Others,2W_Personal,12,2033,12.24,December
Chandigarh,Articulated Vehicle,2-Wheelers,3W_Shared_Lowspeed,3,2026,60.635,March
Punjab,Three Wheeler (Personal),Bus,4W_Personal,1,2034,86.94416666666667,January
Bihar,Bulldozer,3-Wheelers,Others,11,2025,189.595,November
Chandigarh,Crane Mounted Vehicle,Bus,Others,2,2026,0.0,February
Chhattisgarh,Private Service Vehicle,Bus,3W_Goods,9,2027,69.895,September
West Bengal,X-Ray Van,Bus,3W_Personal,11,2025,103.885,November
Dnh And Dd,Goods Carrier,3-Wheelers,3W_Personal,9,2030,993.5,September
Punjab,Vehicle Fitted With Rig,2-Wheelers,2W_Personal,12,2031,31.98,December
Assam,Vehicle Fitted With Generator,3-Wheelers,3W_Shared_Lowspeed,7,2030,554.05,July
Sikkim,Crane Mounted Vehicle,4-Wheelers,Bus,3,2027,0.455,March
Sikkim,X-Ray Van,4-Wheelers,3W_Shared_Lowspeed,10,2026,106.105,October
Uttarakhand,Trailer (Agricultural),2-Wheelers,3W_Personal,1,2031,30.397,January
Rajasthan,Bulldozer,2-Wheelers,3W_Personal,8,2028,497.085,August
Himachal Pradesh,Construction Equipment Vehicle,4-Wheelers,3W_Goods_Lowspeed,6,2035,11.185,June
Andhra Pradesh,Construction Equipment Vehicle (Commercial),3-Wheelers,Bus,5,2027,6.125,May
Mizoram,Trailer (Commercial),2-Wheelers,Institution Bus,5,2034,1.09,May
Assam,Camper Van / Trailer,3-Wheelers,2W_Personal,2,2027,166.74,February
Delhi,Vehicle Fitted With Generator,4-Wheelers,2W_Shared,9,2032,267.745,September
Puducherry,Three Wheeler (Passenger),Bus,3W_Shared,11,2031,10.965,November
West Bengal,Fork Lift,4-Wheelers,Institution Bus,7,2031,5.91,July
Arunachal Pradesh,Tree Trimming Vehicle,Bus,3W_Shared,4,2030,8.6,April
Dnh And Dd,Camper Van / Trailer (Private Use),4-Wheelers,4W_Personal,6,2035,2.11,June
Rajasthan,Motor Car,3-Wheelers,Bus,3,2031,77.41,March
Himachal Pradesh,Earth Moving Equipment,Bus,2W_Personal,12,2031,60.31,December
Manipur,Motor Cycle/Scooter-With Trailer,4-Wheelers,3W_Personal,4,2028,2.59,April
Jharkhand,Tractor (Commercial),4-Wheelers,3W_Shared_Lowspeed,3,2029,101.765,March
West Bengal,Vehicle Fitted With Rig,Others,3W_Shared_Lowspeed,1,2031,195.26916666666665,January
Tripura,Omni Bus (Private Use),2-Wheelers,Bus,8,2025,220.475,August
Goa,Motor Cycle/Scooter-Used For Hire,Others,4W_Personal,10,2032,84.125,October
Dnh And Dd,Articulated Vehicle,4-Wheelers,4W_Shared,6,2028,16.545,June
Chandigarh,M-Cycle/Scooter-With Side Car,4-Wheelers,2W_Shared,5,2026,47.06,May
Uttarakhand,Motor Caravan,Bus,3W_Personal,5,2027,38.825,May
Punjab,Moped,3-Wheelers,3W_Goods_Lowspeed,7,2034,12.04,July
Odisha,Quadricycle (Commercial),2-Wheelers,4W_Personal,12,2028,119.875,December
Goa,Harvester,Bus,3W_Goods_Lowspeed,3,2025,330.00333333333333,March
Maharashtra,Cash Van,4-Wheelers,2W_Shared,12,2033,925.175,December
Himachal Pradesh,Construction Equipment Vehicle (Commercial),2-Wheelers,3W_Personal,4,2035,5.885,April
Sikkim,Quadricycle (Private),3-Wheelers,3W_Shared_Lowspeed,5,2030,160.905,May
Uttarakhand,Luxury Cab,2-Wheelers,3W_Shared_Lowspeed,12,2030,1136.8,December
Tripura,Tractor-Trolley(Commercial),Bus,Others,9,2028,0.0,September
Himachal Pradesh,Educational Institution Bus,Bus,3W_Personal,8,2033,54.915,August
Jharkhand,Omni Bus (Private Use),2-Wheelers,3W_Personal,10,2032,46.34,October
Meghalaya,Excavator (Commercial),Others,Bus,8,2034,1.41,August
Andaman & Nicobar Island,Moped,4-Wheelers,3W_Personal,5,2029,0.21,May
Uttar Pradesh,Armoured/Specialised Vehicle,2-Wheelers,Institution Bus,5,2029,936.16,May
Maharashtra,M-Cycle/Scooter-With Side Car,3-Wheelers,4W_Personal,3,2031,709.15,March
Odisha,Motor Cycle/Scooter-Sidecar(T),Others,3W_Goods_Lowspeed,8,2030,88.74,August
Rajasthan,Agricultural Tractor,Others,3W_Goods,2,2033,402.20666666666665,February
Bihar,Articulated Vehicle,Others,Others,1,2027,0.0,January
Kerala,Trailer (Commercial),Bus,3W_Shared,7,2032,564.525,July
Mizoram,Vehicle Fitted With Compressor,2-Wheelers,Others,12,2032,0.505,December
Delhi,M-Cycle/Scooter,Bus,2W_Personal,12,2026,2269.02,December
Odisha,Road Roller,3-Wheelers,Institution Bus,4,2026,32.54,April
Puducherry,Power Tiller,2-Wheelers,Institution Bus,2,2031,6.415,February
Madhya Pradesh,Omni Bus,3-Wheelers,Institution Bus,7,2026,177.08,July
Madhya Pradesh,Fire Tenders,4-Wheelers,4W_Personal,9,2033,132.575,September
Goa,Motor Cycle/Scooter-With Trailer,Others,4W_Shared,1,2035,8.29,January
Karnataka,Motor Car,4-Wheelers,3W_Personal,5,2025,468.035,May
Meghalaya,Omni Bus (Private Use),3-Wheelers,Institution Bus,3,2028,3.93,March
Arunachal Pradesh,Mobile Canteen,4-Wheelers,Others,3,2027,0.06,March
Jammu And Kashmir,Recovery Vehicle,4-Wheelers,2W_Shared,4,2028,5.66,April
Punjab,Trailer For Personal Use,Others,3W_Shared_Lowspeed,8,2034,118.59,August
Odisha,Motor Cab,Others,4W_Personal,11,2032,161.425,November
Kerala,Breakdown Van,4-Wheelers,Bus,8,2026,30.425,August
Puducherry,Semi-Trailer (Commercial),3-Wheelers,Others,10,2031,5.025,October
Arunachal Pradesh,Power Tiller (Commercial),Bus,4W_Personal,1,2034,3.78,January
Punjab,Mobile Clinic,2-Wheelers,3W_Shared,12,2034,34.38,December
Jammu And Kashmir,Trailer (Commercial),3-Wheelers,3W_Shared_Lowspeed,11,2033,325.505,November
Uttar Pradesh,Construction Equipment Vehicle (Commercial),3-Wheelers,Institution Bus,11,2027,1004.085,November
Assam,Dumper,2-Wheelers,Others,8,2034,164.825,August
Haryana,Tow Truck,Bus,3W_Shared_Lowspeed,5,2034,212.31,May
Meghalaya,Vehicle Fitted With Compressor,3-Wheelers,3W_Goods_Lowspeed,10,2028,0.605,October
Madhya Pradesh,Ambulance,2-Wheelers,4W_Shared,12,2035,120.24,December
Uttarakhand,Private Service Vehicle,Others,3W_Shared,7,2033,148.975,July
Maharashtra,Power Tiller,4-Wheelers,Institution Bus,4,2026,91.46,April
Chhattisgarh,Modular Hydraulic Trailer,4-Wheelers,Institution Bus,6,2025,5.545,June
Himachal Pradesh,Motor Car,Others,3W_Goods_Lowspeed,9,2031,5.525,September
Tamil Nadu,Cash Van,2-Wheelers,Institution Bus,5,2031,73.24,May
Uttar Pradesh,Goods Carrier,Bus,3W_Goods_Lowspeed,10,2028,4815.875,October
Haryana,Fire Fighting Vehicle,4-Wheelers,3W_Shared_Lowspeed,8,2026,834.73,August
Sikkim,Private Service Vehicle (Individual Use),4-Wheelers,3W_Goods,2,2029,25.72,February
Chhattisgarh,Recovery Vehicle,4-Wheelers,2W_Shared,3,2035,67.5575,March
Jammu And Kashmir,Moped,2-Wheelers,3W_Goods_Lowspeed,2,2026,113.58,February
Uttarakhand,Recovery Vehicle,Others,3W_Goods,2,2027,22.66766666666667,February
Tripura,Tractor (Commercial),Others,3W_Personal,12,2035,13.97,December
Bihar,Maxi Cab,Others,Others,1,2029,0.0,January
Himachal Pradesh,Fire Fighting Vehicle,Bus,4W_Shared,7,2031,4.955,July
Maharashtra,Tower Wagon,3-Wheelers,3W_Shared_Lowspeed,4,2032,157.315,April
Manipur,Armoured/Specialised Vehicle,Bus,Bus,9,2032,6.595,September
Assam,Construction Equipment Vehicle,4-Wheelers,2W_Personal,1,2033,94.335,January
Assam,Tractor-Trolley(Commercial),Others,Bus,9,2034,0.0,September
Gujarat,Motor Cycle/Scooter-Sidecar(T),3-Wheelers,2W_Shared,2,2031,38.485,February
Jharkhand,Power Tiller,Bus,Institution Bus,2,2032,0.05,February
Manipur,Adapted Vehicle,Bus,2W_Shared,8,2030,8.09,August
Tamil Nadu,Quadricycle (Commercial),4-Wheelers,3W_Personal,4,2034,330.96,April
Uttar Pradesh,Modular Hydraulic Trailer,Bus,Institution Bus,5,2030,0.0,May
Manipur,Snorked Ladders,2-Wheelers,4W_Shared,11,2031,11.2,November
Delhi,M-Cycle/Scooter,Others,4W_Shared,11,2028,195.805,November
Punjab,Quadricycle (Commercial),4-Wheelers,4W_Personal,8,2034,84.39,August
Meghalaya,Tractor (Commercial),4-Wheelers,2W_Shared,4,2027,2.63,April
Kerala,Motor Car,Others,4W_Personal,1,2029,666.665,January
Delhi,Recovery Vehicle,Bus,3W_Shared,8,2029,271.235,August
Manipur,Harvester,3-Wheelers,Bus,8,2028,12.38,August
Dnh And Dd,Bulldozer,2-Wheelers,4W_Shared,9,2031,113.795,September
Assam,Educational Institution Bus,Others,2W_Personal,1,2031,1247.9425,January
Haryana,Fire Fighting Vehicle,2-Wheelers,3W_Shared,10,2030,1099.02,October
Manipur,X-Ray Van,4-Wheelers,2W_Shared,7,2027,4.01,July
Assam,Modular Hydraulic Trailer,3-Wheelers,3W_Personal,7,2028,41.875,July
Jammu And Kashmir,E-Rickshaw With Cart (G),4-Wheelers,3W_Goods_Lowspeed,9,2028,12.445,September
Chandigarh,Ambulance,Bus,4W_Shared,3,2025,0.545,March
Maharashtra,E-Rickshaw With Cart (G),4-Wheelers,Institution Bus,2,2030,72.6725,February
Uttar Pradesh,Quadricycle (Commercial),Bus,4W_Shared,6,2032,1.745,June
Meghalaya,Goods Carrier,2-Wheelers,3W_Shared,9,2026,16.87,September
Andaman & Nicobar Island,Educational Institution Bus,2-Wheelers,2W_Personal,8,2033,1.25,August
Uttarakhand,Tower Wagon,Others,3W_Goods_Lowspeed,4,2030,33.665,April
Andhra Pradesh,Dumper,Bus,Bus,7,2026,0.28,July
Jharkhand,Private Service Vehicle (Individual Use),4-Wheelers,3W_Goods_Lowspeed,1,2034,28.6148373015873,January
Nagaland,Agricultural Tractor,2-Wheelers,Institution Bus,12,2034,32.085,December
Ladakh,Tow Truck,2-Wheelers,Institution Bus,3,2028,144.845,March
West Bengal,Motor Caravan,4-Wheelers,Others,10,2027,25.04,October
Haryana,Vehicle Fitted With Compressor,4-Wheelers,3W_Goods_Lowspeed,8,2028,93.16,August
Himachal Pradesh,Auxiliary Trailer,3-Wheelers,3W_Personal,12,2030,5.14,December
Delhi,Fire Tenders,Bus,Bus,7,2025,139.855,July
Andaman & Nicobar Island,Vehicle Fitted With Rig,Others,Bus,8,2032,0.0,August
Arunachal Pradesh,M-Cycle/Scooter,4-Wheelers,3W_Goods,3,2030,5.81,March
Dnh And Dd,Construction Equipment Vehicle (Commercial),4-Wheelers,3W_Personal,3,2035,104.4,March
Arunachal Pradesh,Modular Hydraulic Trailer,2-Wheelers,Others,1,2035,4.765,January
Andhra Pradesh,Library Van,Bus,4W_Shared,6,2031,0.185,June
Jammu And Kashmir,Breakdown Van,4-Wheelers,3W_Goods_Lowspeed,9,2025,12.445,September
Odisha,Motor Cycle/Scooter-Sidecar(T),4-Wheelers,Bus,10,2025,2.525,October
Arunachal Pradesh,Armoured/Specialised Vehicle,Bus,2W_Shared,2,2029,43.925,February
Arunachal Pradesh,Auxiliary Trailer,Bus,Bus,10,2026,1.6,October
Chhattisgarh,Earth Moving Equipment,Others,4W_Personal,12,2032,99.325,December
Manipur,Dumper,Others,3W_Goods_Lowspeed,2,2028,8.255,February
Manipur,Bus,Bus,4W_Shared,11,2032,17.045,November
Dnh And Dd,Omni Bus,3-Wheelers,3W_Shared_Lowspeed,6,2032,75.935,June
Haryana,Breakdown Van,4-Wheelers,3W_Personal,1,2034,193.79125,January
Rajasthan,Animal Ambulance,3-Wheelers,2W_Shared,12,2035,650.15,December
Ladakh,Tree Trimming Vehicle,4-Wheelers,3W_Personal,10,2029,0.935,October
Arunachal Pradesh,Bulldozer,4-Wheelers,4W_Shared,4,2026,0.075,April
Uttarakhand,Excavator (Nt),4-Wheelers,3W_Shared,8,2033,395.295,August
Andhra Pradesh,M-Cycle/Scooter-With Side Car,3-Wheelers,3W_Goods_Lowspeed,7,2026,0.07,July
Ladakh,Bus,2-Wheelers,2W_Shared,9,2026,5.265,September
Chhattisgarh,Bulldozer,Bus,Others,3,2032,0.0,March
Uttar Pradesh,Omni Bus (Private Use),Bus,Others,3,2028,1.005,March
Goa,Motor Cycle/Scooter-With Trailer,3-Wheelers,Institution Bus,8,2031,14.13,August
Jharkhand,Motor Cycle/Scooter-Used For Hire,4-Wheelers,Others,5,2025,7.0025,May
Goa,Moped,2-Wheelers,3W_Goods,9,2029,0.165,September
Meghalaya,Three Wheeler (Goods),Others,Others,4,2034,0.0,April
Uttar Pradesh,Agricultural Tractor,Bus,3W_Goods_Lowspeed,10,2032,932.465,October
Andaman & Nicobar Island,Bus,4-Wheelers,Institution Bus,12,2026,0.19,December
Gujarat,Three Wheeler (Passenger),3-Wheelers,3W_Goods_Lowspeed,1,2029,106.03108333333331,January
Ladakh,X-Ray Van,3-Wheelers,3W_Personal,4,2031,2.19,April
Andhra Pradesh,Omni Bus (Private Use),Others,3W_Shared,3,2035,100.36,March
Andhra Pradesh,Omni Bus,3-Wheelers,4W_Personal,7,2031,93.75,July
Tamil Nadu,Vehicle Fitted With Generator,2-Wheelers,2W_Shared,7,2030,151.885,July
Tripura,Tow Truck,2-Wheelers,4W_Personal,7,2034,207.465,July
Goa,Bus,Others,Bus,9,2030,11.605,September
Rajasthan,Earth Moving Equipment,Bus,2W_Personal,2,2035,1516.3208333333332,February
Puducherry,Motor Cab,4-Wheelers,3W_Shared_Lowspeed,11,2026,12.83,November
Assam,Ambulance,Others,3W_Shared,4,2034,96.16,April
Manipur,Omni Bus,3-Wheelers,Bus,11,2034,7.765,November
Andhra Pradesh,Adapted Vehicle,Bus,3W_Shared_Lowspeed,12,2026,59.96,December
Delhi,Omni Bus,2-Wheelers,4W_Shared,1,2033,353.505,January
Uttarakhand,Motor Caravan,2-Wheelers,Others,11,2029,129.14,November
Manipur,Tree Trimming Vehicle,2-Wheelers,3W_Shared_Lowspeed,9,2028,6.015,September
Chhattisgarh,Quadricycle (Private),Bus,2W_Personal,4,2026,69.26,April
Assam,Quadricycle (Private),3-Wheelers,2W_Personal,12,2025,16.04,December
Ladakh,Omni Bus,2-Wheelers,2W_Personal,10,2025,11.915,October
Meghalaya,Breakdown Van,4-Wheelers,Bus,2,2028,1.41,February
Assam,Quadricycle (Private),3-Wheelers,3W_Goods,10,2030,22.045,October
Meghalaya,Motor Caravan,Bus,Others,6,2031,0.29,June
Haryana,Three Wheeler (Goods),2-Wheelers,3W_Goods_Lowspeed,3,2029,82.75,March
West Bengal,Mobile Clinic,4-Wheelers,3W_Personal,9,2029,76.43,September
Delhi,Private Service Vehicle (Individual Use),Others,3W_Shared_Lowspeed,12,2027,400.19,December
Kerala,Adapted Vehicle,4-Wheelers,Institution Bus,6,2025,10.385,June
Sikkim,Tower Wagon,2-Wheelers,3W_Personal,2,2027,14.635,February
Assam,Omni Bus (Private Use),4-Wheelers,3W_Personal,6,2028,39.99,June
Goa,Earth Moving Equipment,4-Wheelers,Others,5,2025,4.33,May
West Bengal,Motor Cycle/Scooter-With Trailer,Bus,4W_Shared,12,2027,12.005,December
Odisha,Educational Institution Bus,Bus,Bus,8,2035,0.09,August
Punjab,Fork Lift,Bus,3W_Personal,10,2027,705.355,October
Jharkhand,Private Service Vehicle,Others,2W_Personal,1,2029,25.762611111111116,January
Mizoram,Maxi Cab,Bus,3W_Shared_Lowspeed,4,2026,0.97,April
Tripura,Snorked Ladders,4-Wheelers,3W_Personal,3,2034,16.03,March
Nagaland,Recovery Vehicle,3-Wheelers,Institution Bus,4,2035,3.18,April
Jammu And Kashmir,Fire Fighting Vehicle,Bus,Bus,10,2026,15.63,October
Arunachal Pradesh,Vehicle Fitted With Rig,3-Wheelers,Others,11,2027,2.295,November
Manipur,Private Service Vehicle (Individual Use),Others,3W_Personal,1,2025,4.458333333333333,January
Gujarat,Motor Cab,Bus,3W_Shared,1,2031,294.1072619047619,January
Maharashtra,Quadricycle (Commercial),Bus,2W_Personal,6,2026,616.73,June
Assam,Power Tiller (Commercial),Others,3W_Shared_Lowspeed,7,2034,339.615,July
Rajasthan,Earth Moving Equipment,Bus,2W_Shared,12,2028,1782.69,December
Chandigarh,Ambulance,2-Wheelers,3W_Goods_Lowspeed,2,2027,55.025,February
Puducherry,Tractor (Commercial),Bus,3W_Goods,4,2030,7.195,April
Madhya Pradesh,Tractor-Trolley(Commercial),2-Wheelers,3W_Shared_Lowspeed,7,2035,344.82,July
Delhi,Camper Van / Trailer,Bus,4W_Personal,12,2034,618.215,December
Puducherry,Quadricycle (Commercial),Bus,3W_Personal,5,2026,7.155,May
Tamil Nadu,M-Cycle/Scooter-With Side Car,Others,3W_Shared_Lowspeed,1,2033,233.1309523809524,January
Tamil Nadu,Trailer For Personal Use,3-Wheelers,Bus,7,2026,32.96,July
Rajasthan,Armoured/Specialised Vehicle,Others,Bus,10,2026,0.18,October
West Bengal,Cash Van,3-Wheelers,Institution Bus,4,2025,21.3,April
Meghalaya,Bulldozer,Bus,3W_Shared,4,2029,6.78,April
Rajasthan,Private Service Vehicle,2-Wheelers,3W_Shared,2,2027,67.39258333333333,February
Tamil Nadu,Harvester,3-Wheelers,3W_Personal,9,2031,1488.795,September
Tamil Nadu,Quadricycle (Private),2-Wheelers,Institution Bus,2,2028,34.925892857142856,February
Uttar Pradesh,Maxi Cab,Bus,3W_Goods,2,2029,127.703,February
Sikkim,Modular Hydraulic Trailer,Others,3W_Shared,12,2025,48.785,December
Punjab,Auxiliary Trailer,Bus,Institution Bus,2,2026,0.0,February
Meghalaya,Tree Trimming Vehicle,Others,3W_Goods,8,2030,2.885,August
Karnataka,Tractor (Commercial),Bus,2W_Shared,9,2032,362.76,September
Nagaland,Quadricycle (Commercial),3-Wheelers,3W_Shared_Lowspeed,4,2028,7.9,April
Bihar,Adapted Vehicle,3-Wheelers,2W_Shared,9,2032,135.18,September
Delhi,Crane Mounted Vehicle,Others,2W_Shared,2,2032,394.91,February
